name,url,description,duration,remote_support,adaptive_support,test_type
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,"Training Development: The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Typing (New): Typing based test that evaluates typing speed and accuracy.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,"UiPath RPA Development (New): Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,Universal Competency Framework Interview Guide: The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Universal Competency Framework Job profiling guide: The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"Universal Competency Framework Profiler Cards (44): The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,"UNIX (New): Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,"VB.NET (New): Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning: The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables…,18,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions: This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,"Verify - G+: The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and…",15,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,"Verify - General Ability Screen: The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .  Targeted at ‘entry-level’ roles, General Ability Screen is…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Verify - Inductive Reasoning (2014): Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Verify - Numerical Ability: The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the…,20,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Verify - Technical Checking - Next Generation: The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,"Verify - Verbal Ability - Next Generation: The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and…",15,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Verify - Working with Information: This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,"Verify G+ - Ability Test Report: The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,"Verify G+ - Candidate Report: The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report: Verify Interactive Ability Report,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report: Verify Interactive G+ Candidate Report,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Verify Interactive G+ Report: Report for Verify Interactive G+,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Verify Interactive Process Monitoring : The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Virtual Assessment and Development Centers: SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
